id,name,category,brand,price,quantity_sold,availability,date,rating
electronics_000,BrandA Keyboard,electronics,BrandA,1678.91,16,74,2025-07-13,3.2
electronics_000,BrandA Keyboard,electronics,BrandA,1409.99,6,35,2025-07-14,3.1
electronics_000,BrandA Keyboard,electronics,BrandA,1589.88,3,23,2025-07-15,4.2
electronics_000,BrandA Keyboard,electronics,BrandA,1572.98,12,27,2025-07-16,4.9
electronics_000,BrandA Keyboard,electronics,BrandA,1551.07,19,81,2025-07-17,5.0
electronics_000,BrandA Keyboard,electronics,BrandA,1662.13,20,94,2025-07-18,3.0
electronics_000,BrandA Keyboard,electronics,BrandA,1642.95,14,29,2025-07-19,3.5
electronics_000,BrandA Keyboard,electronics,BrandA,1697.79,14,97,2025-07-20,3.3
electronics_000,BrandA Keyboard,electronics,BrandA,1475.55,22,100,2025-07-21,3.4
electronics_000,BrandA Keyboard,electronics,BrandA,1534.2,26,122,2025-07-22,3.8
electronics_000,BrandA Keyboard,electronics,BrandA,1585.04,12,65,2025-07-23,4.0
electronics_000,BrandA Keyboard,electronics,BrandA,1592.32,25,194,2025-07-24,4.2
electronics_000,BrandA Keyboard,electronics,BrandA,1494.8,6,12,2025-07-25,3.8
electronics_000,BrandA Keyboard,electronics,BrandA,1510.02,2,10,2025-07-26,4.4
electronics_000,BrandA Keyboard,electronics,BrandA,1673.48,34,200,2025-07-27,4.8
electronics_000,BrandA Keyboard,electronics,BrandA,1557.71,7,29,2025-07-28,4.3
electronics_000,BrandA Keyboard,electronics,BrandA,1647.35,13,69,2025-07-29,3.8
electronics_000,BrandA Keyboard,electronics,BrandA,1496.34,12,26,2025-07-30,4.4
electronics_000,BrandA Keyboard,electronics,BrandA,1559.13,6,44,2025-07-31,4.0
electronics_000,BrandA Keyboard,electronics,BrandA,1715.03,7,39,2025-08-01,4.1
electronics_000,BrandA Keyboard,electronics,BrandA,1765.42,29,166,2025-08-02,3.6
electronics_000,BrandA Keyboard,electronics,BrandA,1626.89,7,31,2025-08-03,4.8
electronics_000,BrandA Keyboard,electronics,BrandA,1509.14,12,89,2025-08-04,3.5
electronics_000,BrandA Keyboard,electronics,BrandA,1463.02,6,31,2025-08-05,4.0
electronics_000,BrandA Keyboard,electronics,BrandA,1483.31,11,33,2025-08-06,3.4
electronics_000,BrandA Keyboard,electronics,BrandA,1403.52,6,21,2025-08-07,3.5
electronics_000,BrandA Keyboard,electronics,BrandA,1658.31,8,63,2025-08-08,3.5
electronics_000,BrandA Keyboard,electronics,BrandA,1630.16,4,16,2025-08-09,4.3
electronics_000,BrandA Keyboard,electronics,BrandA,1662.42,20,106,2025-08-10,4.2
electronics_000,BrandA Keyboard,electronics,BrandA,1554.01,8,54,2025-08-11,3.9
electronics_000,BrandA Keyboard,electronics,BrandA,1567.55,26,176,2025-08-12,3.3
electronics_000,BrandA Keyboard,electronics,BrandA,1726.22,25,98,2025-08-13,3.4
electronics_000,BrandA Keyboard,electronics,BrandA,1642.34,13,33,2025-08-14,4.9
electronics_000,BrandA Keyboard,electronics,BrandA,1605.5,12,72,2025-08-15,4.5
electronics_000,BrandA Keyboard,electronics,BrandA,1651.81,15,50,2025-08-16,3.3
electronics_000,BrandA Keyboard,electronics,BrandA,1636.37,10,79,2025-08-17,4.9
electronics_000,BrandA Keyboard,electronics,BrandA,1651.4,8,29,2025-08-18,4.4
electronics_000,BrandA Keyboard,electronics,BrandA,1579.91,14,102,2025-08-19,4.7
electronics_000,BrandA Keyboard,electronics,BrandA,1639.65,17,129,2025-08-20,4.9
electronics_000,BrandA Keyboard,electronics,BrandA,1492.2,13,60,2025-08-21,5.0
electronics_000,BrandA Keyboard,electronics,BrandA,1464.57,13,84,2025-08-22,4.4
electronics_000,BrandA Keyboard,electronics,BrandA,1668.84,10,58,2025-08-23,3.5
electronics_000,BrandA Keyboard,electronics,BrandA,1660.65,15,111,2025-08-24,3.9
electronics_000,BrandA Keyboard,electronics,BrandA,1675.43,14,100,2025-08-25,3.5
electronics_000,BrandA Keyboard,electronics,BrandA,1794.36,21,47,2025-08-26,5.0
electronics_000,BrandA Keyboard,electronics,BrandA,1428.24,27,175,2025-08-27,4.9
electronics_000,BrandA Keyboard,electronics,BrandA,1619.78,11,86,2025-08-28,3.2
electronics_000,BrandA Keyboard,electronics,BrandA,1495.08,9,44,2025-08-29,3.7
electronics_000,BrandA Keyboard,electronics,BrandA,1723.21,24,58,2025-08-30,3.4
electronics_000,BrandA Keyboard,electronics,BrandA,1543.32,12,45,2025-08-31,3.6
electronics_000,BrandA Keyboard,electronics,BrandA,1607.25,14,63,2025-09-01,3.5
electronics_000,BrandA Keyboard,electronics,BrandA,1512.44,3,17,2025-09-02,3.4
electronics_000,BrandA Keyboard,electronics,BrandA,1557.94,3,21,2025-09-03,3.1
electronics_000,BrandA Keyboard,electronics,BrandA,1446.09,31,123,2025-09-04,3.3
electronics_000,BrandA Keyboard,electronics,BrandA,1538.11,4,15,2025-09-05,4.1
electronics_000,BrandA Keyboard,electronics,BrandA,1712.79,8,62,2025-09-06,3.9
electronics_000,BrandA Keyboard,electronics,BrandA,1603.95,15,92,2025-09-07,3.3
electronics_000,BrandA Keyboard,electronics,BrandA,1466.35,14,49,2025-09-08,3.4
electronics_000,BrandA Keyboard,electronics,BrandA,1560.31,18,42,2025-09-09,4.8
electronics_000,BrandA Keyboard,electronics,BrandA,1447.03,5,15,2025-09-10,4.9
electronics_001,BrandB Laptop,electronics,BrandB,1986.3,21,94,2025-07-13,3.5
electronics_001,BrandB Laptop,electronics,BrandB,1994.86,2,10,2025-07-14,3.1
electronics_001,BrandB Laptop,electronics,BrandB,1851.05,6,29,2025-07-15,3.9
electronics_001,BrandB Laptop,electronics,BrandB,1849.6,9,51,2025-07-16,4.3
electronics_001,BrandB Laptop,electronics,BrandB,1861.47,16,80,2025-07-17,4.7
electronics_001,BrandB Laptop,electronics,BrandB,1779.92,4,23,2025-07-18,3.1
electronics_001,BrandB Laptop,electronics,BrandB,2012.1,15,64,2025-07-19,4.3
electronics_001,BrandB Laptop,electronics,BrandB,2154.14,13,56,2025-07-20,4.9
